3,6985.68,2328.56,239,1038,0.0028901734104046,6985.68
3,7196.38,2398.793333,822,303,0.0099009900990099,7196.38
5,8927.77,1785.554,455,791,0.0063211125158027,8927.77
4,2725.95,681.4875,175,987,0.0040526849037487,2725.95
1,2301.45,2301.45,397,0,1.0,2301.45
9,20217.16,2246.351111,95,1063,0.0084666039510818,20217.16
2,4915.0,2457.5,228,159,0.0125786163522012,4915.0
4,6341.36,1585.34,26,242,0.0165289256198347,6341.36
6,8963.63,1493.938333,392,870,0.0068965517241379,8963.63
2,1705.68,852.84,595,172,0.0116279069767441,1705.68
3,6025.21,2008.403333,104,1054,0.0028462998102466,6025.21
5,2928.76,585.752,217,1011,0.0049455984174085,2928.76
6,15707.92,2617.986667,216,1039,0.0057747834456207,15707.92
7,8594.04,1227.72,113,1144,0.0061188811188811,8594.04
5,12886.18,2577.236,486,501,0.0099800399201596,12886.18
4,8764.43,2191.1075,196,663,0.0060331825037707,8764.43
7,12358.06,1765.437143,98,816,0.008578431372549,12358.06
8,15518.38,1939.7975,113,1173,0.0068201193520886,15518.38
6,23368.83,3894.805,365,905,0.0066298342541436,23368.83
5,18139.05,3627.81,375,833,0.0060024009603841,18139.05
8,19779.4,2472.425,349,788,0.0101522842639593,19779.4
6,19572.24,3262.04,20,1011,0.0059347181008902,19572.24
12,31447.65,2620.6375,100,1108,0.0108303249097472,31447.65
4,15407.3,3851.825,715,569,0.0070298769771528,15407.3
7,21861.57,3123.081429,155,1029,0.0068027210884353,21861.57
5,15710.13,3142.026,276,622,0.0080385852090032,15710.13
6,6151.36,1025.226667,25,1104,0.0054347826086956,6151.36
9,17587.71,1954.19,52,1106,0.0081374321880651,17587.71
10,20762.3,2076.23,79,845,0.0118343195266272,20762.3
4,2313.6,578.4,122,575,0.0069565217391304,2313.6
4,11395.39,2848.8475,37,1018,0.0039292730844793,11395.39
6,12532.57,2088.761667,151,1097,0.0054694621695533,12532.57
8,19138.54,2392.3175,290,860,0.0093023255813953,19138.54
6,4799.39,799.898333,213,1064,0.0056390977443609,4799.39
6,22555.35,3759.225,97,1183,0.0050718512256973,22555.35
15,31189.14,2079.276,20,1212,0.0123762376237623,31189.14
5,15760.99,3152.198,202,772,0.0064766839378238,15760.99
6,7670.0,1278.333333,53,1218,0.0049261083743842,7670.0
8,20347.48,2543.435,199,1067,0.007497656982193,20347.48
6,17862.39,2977.065,113,922,0.0065075921908893,17862.39
8,23647.72,2955.965,588,699,0.0114449213161659,23647.72
3,8170.29,2723.43,444,707,0.0042432814710042,8170.29
8,17688.04,2211.005,314,900,0.0088888888888888,17688.04
6,8811.64,1468.606667,349,741,0.0080971659919028,8811.64
6,14809.76,2468.293333,33,741,0.0080971659919028,14809.76
4,10136.22,2534.055,150,974,0.0041067761806981,10136.22
5,12097.87,2419.574,272,545,0.0091743119266055,12097.87
3,4781.2,1593.733333,305,495,0.006060606060606,4781.2
6,24951.28,4158.546667,339,730,0.0082191780821917,24951.28
7,10689.96,1527.137143,16,1007,0.0069513406156901,10689.96
8,14354.92,1794.365,341,922,0.0086767895878524,14354.92
7,23588.11,3369.73,72,1145,0.0061135371179039,23588.11
7,13945.05,1992.15,373,875,0.008,13945.05
6,10690.1,1781.683333,73,877,0.0068415051311288,10690.1
7,13820.11,1974.301429,28,1257,0.005568814638027,13820.11
5,9837.53,1967.506,267,940,0.0053191489361702,9837.53
9,14567.04,1618.56,109,1177,0.0076465590484282,14567.04
8,19463.33,2432.91625,66,941,0.0085015940488841,19463.33
2,2887.62,1443.81,225,140,0.0142857142857142,2887.62
7,17473.02,2496.145714,236,949,0.0073761854583772,17473.02
7,24896.02,3556.574286,59,1122,0.0062388591800356,24896.02
3,4130.89,1376.963333,392,876,0.0034246575342465,4130.89
5,19325.83,3865.166,65,515,0.0097087378640776,19325.83
7,10550.35,1507.192857,256,786,0.0089058524173027,10550.35
5,16559.62,3311.924,261,627,0.0079744816586921,16559.62
9,9885.35,1098.372222,16,1240,0.007258064516129,9885.35
4,5247.02,1311.755,685,306,0.0130718954248366,5247.02
2,1001.5,500.75,263,225,0.0088888888888888,1001.5
4,4187.08,1046.77,69,892,0.0044843049327354,4187.08
1,3432.21,3432.21,497,0,1.0,3432.21
5,16622.13,3324.426,58,798,0.006265664160401,16622.13
9,13932.46,1548.051111,136,800,0.01125,13932.46
7,15601.72,2228.817143,92,1089,0.0064279155188246,15601.72
11,27359.99,2487.271818,410,856,0.0128504672897196,27359.99
5,14000.75,2800.15,728,532,0.0093984962406015,14000.75
7,11507.95,1643.992857,136,971,0.0072090628218331,11507.95
6,7341.86,1223.643333,236,713,0.0084151472650771,7341.86
6,19212.65,3202.108333,44,1092,0.0054945054945054,19212.65
5,21366.32,4273.264,230,763,0.0065530799475753,21366.32
7,10438.9,1491.271429,195,1058,0.0066162570888468,10438.9
4,14214.95,3553.7375,29,1257,0.0031821797931583,14214.95
5,12686.77,2537.354,28,1063,0.0047036688617121,12686.77
12,21788.71,1815.725833,82,1158,0.0103626943005181,21788.71
7,21413.52,3059.074286,32,903,0.0077519379844961,21413.52
3,11309.79,3769.93,218,1017,0.0029498525073746,11309.79
6,14326.69,2387.781667,54,1132,0.0053003533568904,14326.69
6,9421.47,1570.245,57,1063,0.0056444026340545,9421.47
6,18267.17,3044.528333,138,1110,0.0054054054054054,18267.17
4,6970.53,1742.6325,206,374,0.0106951871657754,6970.53
6,6182.02,1030.336667,170,856,0.0070093457943925,6182.02
7,21921.83,3131.69,30,1218,0.0057471264367816,21921.83
5,6223.98,1244.796,422,540,0.0092592592592592,6223.98
6,8511.84,1418.64,689,521,0.0115163147792706,8511.84
